Service Order Number,Date Opened,Structure Status,Address,City,State,Zip Code,Neighborhood,Latitude,Longitude,KivaPIN,Property Owner,Order to Demolish Or Repair Sent,Project Phase,Structure Type,Structure Rating,Mapped Location
1069021,07/13/2012,Closed (City Demolition),5707 Ewing Ave,KANSAS CITY,MO,64129,Brown Estates,39.02099,-94.506339,54705,Land Bank,,47/63 Strategic Area (LB),House,High Priority,"5707 Ewing Ave
KANSAS CITY 64129
(39.02099, -94.506339)"
1174009,03/10/2017,Closed (City Demolition),5710 E 34th Ter,KANSAS CITY,MO,64128,Dunbar,39.063045,-94.516982,23470,Land Bank,,,House,High Priority,"5710 E 34th Ter
KANSAS CITY 64128
(39.063045, -94.516982)"
1136391,05/29/2015,Closed (City Demolition),5045 Brooklyn Ave (garage only),KANSAS CITY,MO,64130,Blue Hills,39.034113,-94.559025,138903,Private,,47/63 Strategic Area,Unattached Garage,High Priority,"5045 Brooklyn Ave
garage only) KANSAS CITY 64130
(39.034113, -94.559025)"
1140338,07/14/2015,Closed (Owner Repair),4928 Tracy Ave,KANSAS CITY,MO,64110,Eastern 49-63,39.036839,-94.571253,138191,Private,,,House,Repair/Receivership,"4928 Tracy Ave
KANSAS CITY 64110
(39.036839, -94.571253)"
1139424,07/02/2015,Downgraded/No Longer a DB,1919 Prospect Ave,KANSAS CITY,MO,64127,Washington Wheatley,39.088677,-94.551587,15457,Private,,,House,Regular Demolition,"1919 Prospect Ave
KANSAS CITY 64127
(39.088677, -94.551587)"
1147020,10/08/2015,Downgraded/No Longer a DB,816 Bales Ct,KANSAS CITY,MO,64124,Lykins,39.102507,-94.540082,9769,Private,,,House,Repair/Receivership,"816 Bales Ct
KANSAS CITY 64124
(39.102507, -94.540082)"
1069955,07/30/2012,Closed (City Demolition),3808 Cleveland Ave,KANSAS CITY,MO,64128,Palestine West And Oak Park No,39.056461,-94.54003,28197,Land Bank,,,House,High Priority,"3808 Cleveland Ave
KANSAS CITY 64128
(39.056461, -94.54003)"
1081293,12/12/2012,Closed (Owner Repair),2103 Montgall Ave,KANSAS CITY,MO,64127,Washington Wheatley,39.086441,-94.550565,15560,Private,,,Unattached Garage,High Priority,"2103 Montgall Ave
KANSAS CITY 64127
(39.086441, -94.550565)"
1109396,04/10/2014,Closed (Owner Demolition),4316 Indiana Ave,KANSAS CITY,MO,64130,Oak Park Southeast,39.047203,-94.545138,34343,Private,,,Easement Garage,Regular Demolition,"4316 Indiana Ave
KANSAS CITY 64130
(39.047203, -94.545138)"
1069716,07/27/2012,Downgraded/No Longer a DB,2814 Wenzel Ave,KANSAS CITY,MO,64128,East Community Team South,39.073953,-94.532722,22385,Private,,,House,Repair/Receivership,"2814 Wenzel Ave
KANSAS CITY 64128
(39.073953, -94.532722)"
1078791,10/22/2012,Closed (City Demolition),3129 Elmwood Ave,KANSAS CITY,MO,64128,Knoches Park,39.06805,-94.529596,22903,Land Bank,,Dollar House List,,,"3129 Elmwood Ave
KANSAS CITY 64128
(39.06805, -94.529596)"
1146114,09/22/2015,Downgraded/No Longer a DB,5603 E 101st St,KANSAS CITY,MO,64137,Fairlane,38.941764,-94.524774,57966,Private,,,House,Regular Demolition,"5603 E 101st St
KANSAS CITY 64137
(38.941764, -94.524774)"
1082327,01/14/2013,Closed (City Demolition),4509 CHELSEA AVE,KANSAS CITY,MO,64130,Vineyard,39.043321,-94.527403,33332,Land Bank,,,House,High Priority,"4509 CHELSEA AVE
KANSAS CITY 64130
(39.043321, -94.527403)"
1105982,02/05/2014,Closed (Owner Demolition),4012 SOUTH BENTON AVE,KANSAS CITY,MO,64130,Oak Park Southwest,39.052824,-94.550599,29740,Private,,,Unattached Garage,High Priority,"4012 SOUTH BENTON AVE
KANSAS CITY 64130
(39.052824, -94.550599)"
1129000,02/05/2015,Closed (Owner Repair),7041 South Benton Ave,KANSAS CITY,MO,64132,Self Help Neighborhood Council,38.998242,-94.553065,3001,Private,,,House,Regular Demolition,"7041 South Benton Ave
KANSAS CITY 64132
(38.998242, -94.553065)"
1069712,07/27/2012,Closed (City Demolition),3814 E 25TH ST,KANSAS CITY,MO,64127,East Community Team South,39.08044,-94.53776,17126,Land Bank,,Dollar House List,,,"3814 E 25TH ST
KANSAS CITY 64127
(39.08044, -94.53776)"
1106982,02/24/2014,Closed (City Demolition),2323 Cleveland Ave,KANSAS CITY,MO,64127,East Community Team South,39.083269,-94.537921,17127,Private,,,House,Regular Demolition,"2323 Cleveland Ave
KANSAS CITY 64127
(39.083269, -94.537921)"
1126291,11/24/2014,Downgraded/No Longer a DB,5039 Walrond Ave,KANSAS CITY,MO,64130,North Town Fork Creek,39.03397,-94.547443,35332,Private,,47/63 Strategic Area,House,Regular Demolition,"5039 Walrond Ave
KANSAS CITY 64130
(39.03397, -94.547443)"
1047240,08/30/2010,Closed (Owner Repair),4920 WALROND AVE,KANSAS CITY,MO,64130,North Town Fork Creek,39.036318,-94.547981,35245,Private,,47/63 Strategic Area,House,Regular Demolition,"4920 WALROND AVE
KANSAS CITY 64130
(39.036318, -94.547981)"
1074711,01/01/2014,Downgraded/No Longer a DB,2401 Norton Ave,KANSAS CITY,MO,64127,East Community Team South,39.081986,-94.534654,16989,Land Bank,,,,,"2401 Norton Ave
KANSAS CITY 64127
(39.081986, -94.534654)"
1127325,12/22/2014,Closed (Owner Repair),3800 E 36TH ST,KANSAS CITY,MO,64128,Palestine East,39.060677,-94.539308,27587,Private,,,House,,"3800 E 36TH ST
KANSAS CITY 64128
(39.060677, -94.539308)"
1145557,09/15/2015,Closed (City Demolition),743 N PROSPECT AVE,KANSAS CITY,MO,64120,Northeast Industrial District,39.12225,-94.549888,38782,Private,,,House,Regular Demolition,"743 N PROSPECT AVE
KANSAS CITY 64120
(39.12225, -94.549888)"
1047279,04/08/2008,Closed (City Demolition),5412 E 24TH ST,KANSAS CITY,MO,64127,South Blue Valley,39.081444,-94.519359,20018,Land Bank,,Dollar House List,,,"5412 E 24TH ST
KANSAS CITY 64127
(39.081444, -94.519359)"
1114082,06/09/2014,Downgraded/No Longer a DB,1200 Winchester Ave,KANSAS CITY,MO,64126,East Blue Valley,39.097035,-94.501169,6916,Private,,,Commercial Building,Regular Demolition,"1200 Winchester Ave
KANSAS CITY 64126
(39.097035, -94.501169)"
1103631,11/27/2013,No Action As Of Yet,3028 Olive St,KANSAS CITY,MO,64109,Key Coalition,39.070698,-94.555458,26834,KCHA,,,House,High Priority,"3028 Olive St
KANSAS CITY 64109
(39.070698, -94.555458)"
1143723,08/24/2015,Downgraded/No Longer a DB,3406 Wayne Ave,KANSAS CITY,MO,64109,Linwood Homeowners-Ivanhoe,39.064527,-94.565007,126010,Private,,,House,Repair/Receivership,"3406 Wayne Ave
KANSAS CITY 64109
(39.064527, -94.565007)"
1180852,06/28/2017,Closed (City Demolition),1209 E 45th St,KANSAS CITY,MO,64110,Manheim Park,39.045016,-94.570974,137926,KCHA,,,House,,"1209 E 45th St
KANSAS CITY 64110
(39.045016, -94.570974)"
1171316,01/09/2017,Closed (City Demolition),429 Askew Ave,KANSAS CITY,MO,64124,Scarritt Point,39.108227,-94.538698,42017,Private,,,House,,"429 Askew Ave
KANSAS CITY 64124
(39.108227, -94.538698)"
1156609,05/04/2016,Closed (City Demolition),3541 Olive St,KANSAS CITY,MO,64109,Ivanhoe Northeast,39.061345,-94.555239,260818,Land Bank,,,,,"3541 Olive St
KANSAS CITY 64109
(39.061345, -94.555239)"
1104302,06/01/2012,Closed (City Demolition),2519 Michigan Ave,KANSAS CITY,MO,64127,Wendell Phillips,39.080303,-94.560153,14449,Private,,Accelerated Priority,House,High Priority,"2519 Michigan Ave
KANSAS CITY 64127
(39.080303, -94.560153)"
1047771,10/13/2008,Closed (Owner Repair),14011 LITTLE BLUE RD,KANSAS CITY,MO,64136,Little Blue,38.990516,-94.416501,65544,Private,,,House,Regular Demolition,"14011 LITTLE BLUE RD
KANSAS CITY 64136
(38.990516, -94.416501)"
1130200,03/05/2015,Downgraded/No Longer a DB,5516 Jaudon Ave,KANSAS CITY,MO,64130,North Town Fork Creek,39.025464,-94.55037,36503,Private,,47/63 Strategic Area,House,Regular Demolition,"5516 Jaudon Ave
KANSAS CITY 64130
(39.025464, -94.55037)"
1181624,07/11/2017,Closed (City Demolition),5600 Jaudon Ave,KANSAS CITY,MO,64130,North Town Fork Creek,39.024443,-94.550436,36510,Private,,,House,,"5600 Jaudon Ave
KANSAS CITY 64130
(39.024443, -94.550436)"
1047115,12/23/2010,Downgraded/No Longer a DB,8115 PARK AVE,KANSAS CITY,MO,64132,Marlborough Heights/Marlborough Pride,38.979176,-94.561044,117465,Private,,,House,Regular Demolition,"8115 PARK AVE
KANSAS CITY 64132
(38.979176, -94.561044)"
1147790,03/01/2013,Closed (City Demolition),3403 COLLEGE AVE,KANSAS CITY,MO,64128,Oak Park Northwest,39.063985,-94.544808,25560,Land Bank,,,House,High Priority,"3403 COLLEGE AVE
KANSAS CITY 64128
(39.063985, -94.544808)"
1172180,01/31/2017,Closed (Owner Repair),7808 Longview Rd,KANSAS CITY,MO,64134,Ruskin Heights,38.915144,-94.500296,72607,Private,,Accelerated Priority,House,Regular Demolition,"7808 Longview Rd
KANSAS CITY 64134
(38.915144, -94.500296)"
1074290,08/30/2012,Downgraded/No Longer a DB,8045 SOUTH BENTON AVE,KANSAS CITY,MO,64132,Marlborough East,38.979983,-94.554081,4882,Private,,,House,,"8045 SOUTH BENTON AVE
KANSAS CITY 64132
(38.979983, -94.554081)"
1151744,02/08/2016,Closed (Owner Repair),501 NE 107th St,KANSAS CITY,MO,64155,Nashua,39.286748,-94.574119,208935,Private,,,Apartment Building,Regular Demolition,"501 NE 107th St
KANSAS CITY 64155
(39.286748, -94.574119)"
1047373,10/15/2004,Closed (City Demolition),4217 SOUTH BENTON AVE,KANSAS CITY,MO,64130,Oak Park Southwest,39.049294,-94.550107,29931,Land Bank,,Dollar House List,,,"4217 SOUTH BENTON AVE
KANSAS CITY 64130
(39.049294, -94.550107)"
1120504,08/18/2014,Closed (City Demolition),2213 Wabash Ave,KANSAS CITY,MO,64127,Wendell Phillips,39.085005,-94.552951,13199,City,,Accelerated Priority,House,Regular Demolition,"2213 Wabash Ave
KANSAS CITY 64127
(39.085005, -94.552951)"
1102911,11/08/2013,Downgraded/No Longer a DB,8118 HICKMAN MILLS DR,KANSAS CITY,MO,64132,Marlborough East,38.978263,-94.557584,5010,Land Bank,,,,,"8118 HICKMAN MILLS DR
KANSAS CITY 64132
(38.978263, -94.557584)"
1074240,09/30/2012,Closed (Sent to Receivership),3521 SMART AVE,KANSAS CITY,MO,64124,Scarritt Point,39.109279,-94.539202,41980,Private,,,House,Repair/Receivership,"3521 SMART AVE
KANSAS CITY 64124
(39.109279, -94.539202)"
1166904,09/23/2016,Closed (City Demolition),3619 Hardesty Ave,KANSAS CITY,MO,64128,Dunbar,39.059052,-94.520735,30961,Land Bank,,,,,"3619 Hardesty Ave
KANSAS CITY 64128
(39.059052, -94.520735)"
1151739,02/08/2016,Closed (Owner Demolition),8115 E 80th Ter,KANSAS CITY,MO,64138,Park Farms,38.978057,-94.494305,53724,Private,,,House,,"8115 E 80th Ter
KANSAS CITY 64138
(38.978057, -94.494305)"
1149743,12/09/2015,Closed (City Demolition),2807 E 69th ST,KANSAS CITY,MO,64132,Self Help Neighborhood Council,39.001355,-94.554029,3085,Private,,,House,Regular Demolition,"2807 E 69th ST
KANSAS CITY 64132
(39.001355, -94.554029)"
1131449,03/24/2015,Closed (Owner Repair),4615 Bales Ave,KANSAS CITY,MO,64130,Oak Park Southeast,39.042014,-94.542984,34110,Private,,,House,Repair/Receivership,"4615 Bales Ave
KANSAS CITY 64130
(39.042014, -94.542984)"
1150264,12/24/2015,Demolition NTP Issued,6119 South Benton Ave,KANSAS CITY,MO,64130,South Town Fork Creek,39.014865,-94.552218,1171,Private,,47/63 Strategic Area,House,High Priority,"6119 South Benton Ave
KANSAS CITY 64130
(39.014865, -94.552218)"
1130931,03/16/2015,Closed (Owner Repair),4918 E 40TH PL,KANSAS CITY,MO,64130,Vineyard,39.052772,-94.527314,31521,Private,,,House,Repair/Receivership,"4918 E 40TH PL
KANSAS CITY 64130
(39.052772, -94.527314)"
1153384,03/10/2016,Closed (City Demolition),2538 Chelsea Ave,KANSAS CITY,MO,64127,East Community Team South,39.078507,-94.52703,19925,Land Bank,,Land Bank Unclaimed,,,"2538 Chelsea Ave
KANSAS CITY 64127
(39.078507, -94.52703)"
1059889,05/21/2008,Downgraded/No Longer a DB,3040 WABASH AVE,KANSAS CITY,MO,64109,Key Coalition,39.070287,-94.554303,26985,Private,,,House,High Priority,"3040 WABASH AVE
KANSAS CITY 64109
(39.070287, -94.554303)"
1126408,01/25/2013,Closed (Owner Repair),2312 LAWNDALE AVE,KANSAS CITY,MO,64127,South Blue Valley,39.08242,-94.516825,20104,Private,,Dollar House (sold),,,"2312 LAWNDALE AVE
KANSAS CITY 64127
(39.08242, -94.516825)"
1153170,03/07/2016,Closed (City Demolition),2021 Chelsea Ave,KANSAS CITY,MO,64127,East Community Team North,39.086353,-94.526153,18827,Land Bank,,Kissick Donated Demolition,,,"2021 Chelsea Ave
KANSAS CITY 64127
(39.086353, -94.526153)"
1128202,01/20/2015,Closed (City Demolition),8124 Wabash Ave,KANSAS CITY,MO,64132,Marlborough Heights/Marlboroug,38.978962,-94.559316,117428,Private,,,House,Regular Demolition,"8124 Wabash Ave
KANSAS CITY 64132
(38.978962, -94.559316)"
1153945,02/29/2016,Closed (City Demolition),3125 Elmwood Ave,KANSAS CITY,MO,64128,Knoches Park,39.068146,-94.529592,22902,Land Bank,,Land Bank Unclaimed,,,"3125 Elmwood Ave
KANSAS CITY 64128
(39.068146, -94.529592)"
1174252,03/16/2017,Closed (City Demolition),3235 E 7th St,KANSAS CITY,MO,64124,Lykins,39.103908,-94.542336,10311,Land Bank,,,House,High Priority,"3235 E 7th St
KANSAS CITY 64124
(39.103908, -94.542336)"
1132209,04/29/2014,Closed (City Demolition),2015 Cypress Ave,KANSAS CITY,MO,64127,East Community Team North,39.086631,-94.530106,18583,Land Bank,,,House,,"2015 Cypress Ave
KANSAS CITY 64127
(39.086631, -94.530106)"
1191269,01/08/2018,Closed (City Demolition),811 Spruce,KANSAS CITY,MO,64124,Lykins,39.102579,-94.531334,8165,Private,,,House,,"811 Spruce
KANSAS CITY 64124
(39.102579, -94.531334)"
1166871,09/23/2016,Closed (City Demolition),1706 Cypress Ave,KANSAS CITY,MO,64127,East Community Team North,39.090456,-94.53045,18453,Land Bank,,,,,"1706 Cypress Ave
KANSAS CITY 64127
(39.090456, -94.53045)"
1108231,03/21/2014,Downgraded/No Longer a DB,3733 E 9TH ST,KANSAS CITY,MO,64127,Lykins,39.10177,-94.53766,10017,Private,,,House,Repair/Receivership,"3733 E 9TH ST
KANSAS CITY 64127
(39.10177, -94.53766)"
1152391,02/22/2016,Demolition Bidding (In-House),8122 Paseo,KANSAS CITY,MO,64131,Marlborough Heights/Marlboroug,38.979454,-94.567408,116747,Private,,,House,More Information Needed,"8122 Paseo
KANSAS CITY 64131
(38.979454, -94.567408)"
1154169,03/25/2016,Closed (City Demolition),2924 Monroe Ave,KANSAS CITY,MO,64128,Ingleside,39.071847,-94.540441,24071,Land Bank,,Kissick Donated Demolition,,,"2924 Monroe Ave
KANSAS CITY 64128
(39.071847, -94.540441)"
1081730,12/18/2012,Closed (City Demolition),6001 Troost Ave,KANSAS CITY,MO,64110,Eastern 49-63,39.017932,-94.573951,105085,Land Bank,,47/63 Strategic Area (LB),,,"6001 Troost Ave
KANSAS CITY 64110
(39.017932, -94.573951)"
1047477,04/18/2011,Closed (City Demolition),5519 Euclid Ave,KANSAS CITY,MO,64130,Blue Hills,39.026079,-94.561843,147786,Land Bank,,47/63 Strategic Area (LB Round 3),,,"5519 Euclid Ave
KANSAS CITY 64130
(39.026079, -94.561843)"
1151871,02/09/2016,Closed (Owner Repair),4032 N Spruce Ave,KANSAS CITY,MO,64117,Winnwood,39.167841,-94.529501,76343,Private,,,House,Regular Demolition,"4032 N Spruce Ave
KANSAS CITY 64117
(39.167841, -94.529501)"
1144736,09/03/2015,On Hold - LB Sold,6210 E 15TH TER,KANSAS CITY,MO,64126,East Blue Valley,39.093149,-94.509684,6712,Private,,Dollar House (sold),House,More Information Needed,"6210 E 15TH TER
KANSAS CITY 64126
(39.093149, -94.509684)"
1054350,09/11/2014,Demolition NTP Issued,3833 E 56TH ST,KANSAS CITY,MO,64130,Swope Parkway-Elmwood,39.023895,-94.539328,36945,Private,,,House,Repair/Receivership,"3833 E 56TH ST
KANSAS CITY 64130
(39.023895, -94.539328)"
1048405,09/03/2010,Downgraded/No Longer a DB,3221 E 29TH ST,KANSAS CITY,MO,64128,Santa Fe,39.072139,-94.545126,24940,Private,,,House,Repair/Receivership,"3221 E 29TH ST
KANSAS CITY 64128
(39.072139, -94.545126)"
1138791,06/25/2015,Closed (Owner Repair),402 Drury Ave,KANSAS CITY,MO,64123,South Indian Mound,39.108667,-94.518073,45210,Private,,,House,Repair/Receivership,"402 Drury Ave
KANSAS CITY 64123
(39.108667, -94.518073)"
1143238,08/06/2014,Closed (City Demolition),2440 CHELSEA AVE,KANSAS CITY,MO,64127,East Community Team South,39.080544,-94.526924,19159,Land Bank,,Dollar House List,,,"2440 CHELSEA AVE
KANSAS CITY 64127
(39.080544, -94.526924)"
1150716,01/11/2016,Closed (Owner Repair),5435 E 28th Ter,KANSAS CITY,MO,64128,South Blue Valley,39.072902,-94.518699,21655,Private,,,House,Regular Demolition,"5435 E 28th Ter
KANSAS CITY 64128
(39.072902, -94.518699)"
1175329,04/10/2017,Closed (City Demolition),8207 Paseo,KANSAS CITY,MO,64132,Marlborough Heights/Marlborough Pride,38.978141,-94.566839,117244,Private,,Accelerated Priority,House,High Priority,"8207 Paseo
KANSAS CITY 64132
(38.978141, -94.566839)"
1166874,09/23/2016,Closed (City Demolition),2449 Cypress Ave,KANSAS CITY,MO,64127,East Community Team South,39.080523,-94.530478,19382,Land Bank,,,,,"2449 Cypress Ave
KANSAS CITY 64127
(39.080523, -94.530478)"
1150713,01/11/2016,Downgraded/No Longer a DB,2614 Agnes Ave,KANSAS CITY,MO,64127,Washington Wheatley,39.078191,-94.548075,16504,Private,,,House,Repair/Receivership,"2614 Agnes Ave
KANSAS CITY 64127
(39.078191, -94.548075)"
1149176,11/20/2015,Downgraded/No Longer a DB,1511 E 18TH ST,KANSAS CITY,MO,64108,Wendell Phillips,39.090951,-94.563868,13242,City,,,,,"1511 E 18TH ST
KANSAS CITY 64108
(39.090951, -94.563868)"
1087358,01/01/2014,Downgraded/No Longer a DB,2410 E 26TH ST,KANSAS CITY,MO,64127,Wendell Phillips,39.079125,-94.554205,14676,Private,,,Apartment Building,High Priority,"2410 E 26TH ST
KANSAS CITY 64127
(39.079125, -94.554205)"
1172137,01/30/2017,Closed (City Demolition),1006 Cleveland Ave,KANSAS CITY,MO,64127,Lykins,39.100486,-94.537839,9862,Private,,KCPD Requested,House,,"1006 Cleveland Ave
KANSAS CITY 64127
(39.100486, -94.537839)"
1064293,06/22/2012,Closed (City Demolition),3422 Indiana Ave,KANSAS CITY,MO,64128,Oak Park Northwest,39.063328,-94.544298,25588,Land Bank,,Candidate for Deconstruction (was Dollar House List),,,"3422 Indiana Ave
KANSAS CITY 64128
(39.063328, -94.544298)"
1048404,09/30/2009,Closed (City Demolition),2941 PARK AVE,KANSAS CITY,MO,64109,Key Coalition,39.0721,-94.555882,27009,Private,,Accelerated Priority,House,High Priority,"2941 PARK AVE
KANSAS CITY 64109
(39.0721, -94.555882)"
1154723,04/06/2016,Closed (Owner Repair),10608 E 98th Ter,KANSAS CITY,MO,64134,Highview Estates,38.942027,-94.459603,67935,Private,,,Apartment Building,Repair/Receivership,"10608 E 98th Ter
KANSAS CITY 64134
(38.942027, -94.459603)"
1069657,08/14/2014,Closed (Owner Demolition),3405 Hardesty Ave,KANSAS CITY,MO,64128,Dunbar,39.063492,-94.520542,23538,Private,,,House,Regular Demolition,"3405 Hardesty Ave
KANSAS CITY 64128
(39.063492, -94.520542)"
1151233,01/26/2016,Downgraded/No Longer a DB,4313-15 Paseo,KANSAS CITY,MO,64110,Ivanhoe Southwest,39.048178,-94.567539,137470,Private,,,Apartment Building,Repair/Receivership,"4313 15
Paseo KANSAS CITY 64110
(39.048178, -94.567539)"
1143720,08/24/2015,Downgraded/No Longer a DB,5310 Euclid Ave,KANSAS CITY,MO,64130,Blue Hills,39.029985,-94.562318,145792,Private,,47/63 Strategic Area,House,Regular Demolition,"5310 Euclid Ave
KANSAS CITY 64130
(39.029985, -94.562318)"
1169110,11/01/2016,Closed (City Demolition),2220 Quincy Ave,KANSAS CITY,MO,64127,East Community Team North,39.084424,-94.523625,17802,Land Bank,,was List 4,,,"2220 Quincy Ave
KANSAS CITY 64127
(39.084424, -94.523625)"
1148935,11/16/2015,Closed (City Demolition),2816 Wabash Ave,KANSAS CITY,MO,64109,Key Coalition,39.074687,-94.554076,26464,Private,,Accelerated Priority,House,High Priority,"2816 Wabash Ave
KANSAS CITY 64109
(39.074687, -94.554076)"
1081486,12/14/2012,Closed (Owner Repair),5821 E 29TH TER,KANSAS CITY,MO,64129,South Blue Valley,39.071039,-94.515031,21329,Private,,Dollar House (sold),,,"5821 E 29TH TER
KANSAS CITY 64129
(39.071039, -94.515031)"
1048488,07/31/2014,Closed (City Demolition),3205 E 29TH ST,KANSAS CITY,MO,64128,Santa Fe,39.07216,-94.545828,24936,Private,,,House,High Priority,"3205 E 29TH ST
KANSAS CITY 64128
(39.07216, -94.545828)"
1054224,11/30/2011,Closed (Owner Repair),3708 E 93RD ST,KANSAS CITY,MO,64132,Hidden Valley,38.95799,-94.545546,55854,Private,,,House,Regular Demolition,"3708 E 93RD ST
KANSAS CITY 64132
(38.95799, -94.545546)"
1083432,02/08/2013,Downgraded/No Longer a DB,2423 MONTGALL AVE,KANSAS CITY,MO,64127,Washington Wheatley,39.08221,-94.550768,16355,Land Bank,,,,,"2423 MONTGALL AVE
KANSAS CITY 64127
(39.08221, -94.550768)"
1166873,09/23/2016,Closed (City Demolition),2408 Lister Ave,KANSAS CITY,MO,64127,East Community Team South,39.081747,-94.527847,19116,Land Bank,,,,,"2408 Lister Ave
KANSAS CITY 64127
(39.081747, -94.527847)"
1166967,09/26/2016,Closed (City Demolition),5602 Olive St,KANSAS CITY,MO,64130,Blue Hills,39.024618,-94.557961,147622,Land Bank,,,,,"5602 Olive St
KANSAS CITY 64130
(39.024618, -94.557961)"
1117797,07/11/2014,Monitoring Owner Compliance,2246 Denver Ave,KANSAS CITY,MO,64127,East Community Team North,39.083618,-94.522528,17788,Private,,,House,Repair/Receivership,"2246 Denver Ave
KANSAS CITY 64127
(39.083618, -94.522528)"
1103330,11/19/2013,Closed (City Demolition),2226 E 68TH TER,KANSAS CITY,MO,64132,Blenheim Square Research Hospital,39.002972,-94.559847,113816,Land Bank,,Dollar House List,,,"2226 E 68TH TER
KANSAS CITY 64132
(39.002972, -94.559847)"
1128559,01/26/2015,Downgraded/No Longer a DB,6740 Agnes Ave,KANSAS CITY,MO,64132,Self Help Neighborhood Council,39.00357,-94.552308,2968,Private,,,House,More Information Needed,"6740 Agnes Ave
KANSAS CITY 64132
(39.00357, -94.552308)"
